Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,text_len,text_norm,text_no_stop
Electronics,Ecovacs DEEBOT T9 + Auto Empty Station Robot Vacuum Cleaner Sapu Pel - T9 AES Grey,Kota Tangerang,15399000,4.9,1394,632,1,"Beli tanggal 6 agustus 2021, tp tanggal 13 September sdh error di bagian driving wheels. Akhirna ditanggal itu jg sya kirim T9 nya ke service centre di tangerang. 9 hari kemudian, T9 kembali di tgn sya, tp kemudian error lg di tanggal 23 September. Kali ini error di bagian sensor dmn deebot selalu bilang �ozmo pro is being installed. Please move to the non carpet area� pdhal ozmo pro tdk sedang di attach ke T9 nya. Dikarnakan hal ini, lampu pd deebot akhirna suka bergonta ganti jd biru putih biru putih. Dan semalaman itu voice report terus menerus bunyi seperti itu. Kalau dsuru bawa service lg, maap saja sya bakalan tdk mao berhubung ongkosna yg sgt mahal. Jd untuk sementara ya sya hanya bs matikan voice reportna dl aja biar ga terganggu. Overall, agak mengecewakan T9 ini. Dibandingkan T8 AIVI dan 950, T9 jauh tdk tahan banting. Baru pake sebulan tp sdh byk sekali errornya. Bener2 nyesel jg belinya~ Maaap cuma bs kasi bintang segene krn ktdkpuasan saya. Kl memang mao consider beli robot, beli baik beli T8 series aja. Lebi tahan banting soale~",Negative,Anger,184,"beli tanggal 6 agustus 2021, tp tanggal 13 september sdh error di bagian driving wheels. akhirna ditanggal itu jg sya kirim t9 nya ke service centre di tangerang. 9 hari kemudian, t9 kembali di tgn sya, tp kemudian error lg di tanggal 23 september. kali ini error di bagian sensor dmn deebot selalu bilang �ozmo pro is being installed. please move to the non carpet area� pdhal ozmo pro tdk sedang di attach ke t9 nya. dikarnakan hal ini, lampu pd deebot akhirna suka bergonta ganti jd biru putih biru putih. dan semalaman itu voice report terus menerus bunyi seperti itu. kalau dsuru bawa service lg, maap saja sya bakalan tdk mao berhubung ongkosna yg sgt mahal. jd untuk sementara ya sya hanya bs matikan voice reportna dl aja biar ga terganggu. overall, agak mengecewakan t9 ini. dibandingkan t8 aivi dan 950, t9 jauh tdk tahan banting. baru pake sebulan tp sdh byk sekali errornya. bener2 nyesel jg belinya~ maaap cuma bs kasi bintang segene krn ktdkpuasan saya. kl memang mao consider beli robot, beli baik beli t8 series aja. lebi tahan banting soale~","beli tanggal 6 agustus 2021, tp tanggal 13 september sdh error bagian driving wheels. akhirna ditanggal jg sya kirim t9 service centre tangerang. 9 hari kemudian, t9 kembali tgn sya, tp kemudian error lg tanggal 23 september. kali error bagian sensor dmn deebot selalu bilang �ozmo pro is being installed. please move to the non carpet area� pdhal ozmo pro tdk sedang attach t9 nya. dikarnakan hal ini, lampu pd deebot akhirna suka bergonta ganti jd biru putih biru putih. semalaman voice report terus menerus bunyi seperti itu. kalau dsuru bawa service lg, maap saja sya bakalan tdk mao berhubung ongkosna yg sgt mahal. jd sementara sya hanya bs matikan voice reportna dl biar ga terganggu. overall, agak mengecewakan t9 ini. dibandingkan t8 aivi 950, t9 jauh tdk tahan banting. baru pake sebulan tp sdh byk sekali errornya. bener2 nyesel jg belinya~ maaap cuma bs kasi bintang segene krn ktdkpuasan saya. kl memang mao consider beli robot, beli baik beli t8 series aja. lebi tahan banting soale~"
Men's Fashion,EIGER FLECKEN LANDSCAPE WALLET - Black,Depok,99000,5.0,162,96,5,"barang sampai dengan selamat, cakep juga modelnya, dan tidak pernah kecewa dengan produk eiger",Positive,Happy,14,"barang sampai dengan selamat, cakep juga modelnya, dan tidak pernah kecewa dengan produk eiger","barang sampai selamat, cakep juga modelnya, tidak pernah kecewa produk eiger"
Phones and Tablets,USAMS T22 ADAPTER CHARGER 18W QC3.0 FAST CHARGER,Kota Tangerang,98500,4.9,5529,2824,1,baru dipakai 1 bulan sudah rusak,Negative,Sadness,6,baru dipakai 1 bulan sudah rusak,baru dipakai 1 bulan sudah rusak
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,Kab. Tangerang,440000,5.0,3772,2358,5,"baguus banget, puaslah dengan carote. ditunggu promo2nya lagi. makasih ya",Positive,Love,10,"baguus banget, puaslah dengan carote. ditunggu promo2nya lagi. makasih ya","baguus banget, puaslah carote. ditunggu promo2nya lagi. makasih"
Beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,Jakarta Barat,20000,4.8,12300,5500,3,aku doang yang ngerasa apa gimaba tapi warna yang ini ga terlalu out as much i expected. Tapi overall i loved it,Positive,Happy,22,aku doang yang ngerasa apa gimaba tapi warna yang ini ga terlalu out as much i expected. tapi overall i loved it,aku doang ngerasa apa gimaba tapi warna ga terlalu out as much i expected. tapi overall i loved it
Sport,BAM Pengeras Aroma Tawar 100Gram,Kota Bekasi,5000,4.9,8070,1382,5,joss produknya.. toko respon cepat,Positive,Happy,5,joss produknya.. toko respon cepat,joss produknya.. toko respon cepat
Camera,MAMEN MIC-07 Pro Mini Shotgun Mic Microphone for Camera & Smartphone - - Hitam,Jakarta Pusat,640000,4.8,298,164,3,"Respon seller bagus tapi produknya tidak, suaranya kecil masih kalah dengan mic hp internal. Harga sangat tidak sesuai dengan kualitas",Negative,Fear,20,"respon seller bagus tapi produknya tidak, suaranya kecil masih kalah dengan mic hp internal. harga sangat tidak sesuai dengan kualitas","respon seller bagus tapi produknya tidak, suaranya kecil masih kalah mic hp internal. harga sangat tidak sesuai kualitas"
Sport,( OBRAL ) Bola sepak murah size 5 / bola kaki murah / bola bliter - jahit nike,Kab. Sukabumi,43500,4.7,1405,568,1,gua rekomendasi jgn beli disini. Toko ndak amanah sama skali. beli bola keliru ngasih tikar. ok saya maklumi. Lalu saya kembalikan barangnya. dan saya minta kirim ulang. Customer ndak difollow up sama skali. sampek skarang uda stngh bulan belum dikirim.,Negative,Fear,40,gua rekomendasi jgn beli disini. toko ndak amanah sama skali. beli bola keliru ngasih tikar. ok saya maklumi. lalu saya kembalikan barangnya. dan saya minta kirim ulang. customer ndak difollow up sama skali. sampek skarang uda stngh bulan belum dikirim.,gua rekomendasi jgn beli disini. toko ndak amanah sama skali. beli bola keliru ngasih tikar. ok saya maklumi. lalu saya kembalikan barangnya. saya minta kirim ulang. customer ndak difollow up sama skali. sampek skarang uda stngh bulan belum dikirim.
Men's Fashion,DOMPET KULIT PRIA WANITA PANJANG IMPORT BAELLERRY MODEL PANJANG SW002 - Hitam,Jakarta Barat,44000,4.8,8841,1336,1,Gak sesuai yg di pesannya merk apa malah yg di kirim nya dompet ginian Sdh gitu rugi banyak pas di retur gak di ganti ongkir nya,Negative,Sadness,26,gak sesuai yg di pesannya merk apa malah yg di kirim nya dompet ginian sdh gitu rugi banyak pas di retur gak di ganti ongkir nya,gak sesuai yg pesannya merk apa malah yg kirim dompet ginian sdh gitu rugi banyak pas retur gak ganti ongkir
Beauty,Garnier Men Complete Package Mask Pack of 9,Kota Tangerang Selatan,117500,4.9,4008,2165,4,"belum dicoba, pengiriman lama",Negative,Anger,4,"belum dicoba, pengiriman lama","belum dicoba, pengiriman lama"
Men's Fashion,Koper Fiber Polo US Bag 20 bahan LICIN kuat Import,Jakarta Pusat,145000,4.6,716,432,2,"respon sebenernya cepet, tapi pas sampe barang nya ada penyok dikit tp g masalah. pengajuan komplain krna sleting g bisa ternyata banyak lem tembak pada nempel nutupin jalan sleting dan akhirnya benerin sendiri.. untuk kuncian sampai sekrang g bisa. padahal kode 000",Negative,Sadness,42,"respon sebenernya cepet, tapi pas sampe barang nya ada penyok dikit tp g masalah. pengajuan komplain krna sleting g bisa ternyata banyak lem tembak pada nempel nutupin jalan sleting dan akhirnya benerin sendiri.. untuk kuncian sampai sekrang g bisa. padahal kode 000","respon sebenernya cepet, tapi pas sampe barang penyok dikit tp g masalah. pengajuan komplain krna sleting g bisa ternyata banyak lem tembak nempel nutupin jalan sleting akhirnya benerin sendiri.. kuncian sampai sekrang g bisa. padahal kode 000"
Electronics,Headset Bluetooth I7S TWS Versi 5.0 Sport True Wireless Airpods i7s,Jakarta Pusat,32500,4.7,15608,3225,2,pesan 2 yang satu setengahnya mati.,Negative,Sadness,6,pesan 2 yang satu setengahnya mati.,pesan 2 satu setengahnya mati.
Household,Lemari Plastik Pakaian DIY / Wardrobe / Rak Baju Animal Character - 8 Cube + 4 Rak,Jakarta Barat,596000,4.6,2353,1409,3,"penguncinya kurang 1 baris cuma muat 2 baris saja baris setelah gak ada penguncinya jadi gak kepake yng 1 baris,,sisanya, kardus padahal utuh,, kayaknya kurang lengkap pas nyiapkan kadung klik tetima,, mohon lain kali di cek teliti sebelum kirim",Negative,Fear,39,"penguncinya kurang 1 baris cuma muat 2 baris saja baris setelah gak ada penguncinya jadi gak kepake yng 1 baris,,sisanya, kardus padahal utuh,, kayaknya kurang lengkap pas nyiapkan kadung klik tetima,, mohon lain kali di cek teliti sebelum kirim","penguncinya 1 baris cuma muat 2 baris saja baris setelah gak penguncinya gak kepake yng 1 baris,,sisanya, kardus padahal utuh,, kayaknya lengkap pas nyiapkan kadung klik tetima,, mohon lain kali cek teliti sebelum kirim"
Body Care,ADIDAS Get Ready Eau De Toilette 100ml,Jakarta Utara,147000,4.9,3134,2071,1,"Pesen tanggal 10, barang baru sampe tanggal 20 padahal sesama Jakarta, dichat katanya udah dikirim dari tanggal 11, padahal pas di tracking tanggal 12 aja tulisannya reschedule pickup karena parcel belum ready untuk dipick up. Ini Adidas Official tapi pelayanannya gini hadeh",Negative,Anger,42,"pesen tanggal 10, barang baru sampe tanggal 20 padahal sesama jakarta, dichat katanya udah dikirim dari tanggal 11, padahal pas di tracking tanggal 12 aja tulisannya reschedule pickup karena parcel belum ready untuk dipick up. ini adidas official tapi pelayanannya gini hadeh","pesen tanggal 10, barang baru sampe tanggal 20 padahal sesama jakarta, dichat katanya dikirim tanggal 11, padahal pas tracking tanggal 12 tulisannya reschedule pickup parcel belum ready dipick up. adidas official tapi pelayanannya gini hadeh"
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,4099,5,"Memory sdh sy pasang. Ada 4 keping 8 GB DDR3, semua berfungsi dg baik. Pengiriman lumayan cepat. Recommended seller. ??",Positive,Love,20,"memory sdh sy pasang. ada 4 keping 8 gb ddr3, semua berfungsi dg baik. pengiriman lumayan cepat. recommended seller. ??","memory sdh sy pasang. 4 keping 8 gb ddr3, semua berfungsi dg baik. pengiriman lumayan cepat. recommended seller. ??"
Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Jakarta Utara,5640,4.9,11100,2134,1,Patah2 dan barang nekas di buka dari packaging nya,Negative,Fear,9,patah2 dan barang nekas di buka dari packaging nya,patah2 barang nekas buka packaging
Books,Sejarah Dunia Yang Disembunyikan - Jonathan Black,Jakarta Barat,108000,4.9,462,251,2,Terjemahannya nggak pas,Negative,Sadness,3,terjemahannya nggak pas,terjemahannya nggak pas
Animal Care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,Kota Tangerang,99000,4.8,1237,561,5,ikan bagus dan sehat. mantaaaaap,Positive,Love,5,ikan bagus dan sehat. mantaaaaap,ikan bagus sehat. mantaaaaap
Precious Metal,Minigold Black Series Logam Mulia Koin Emas Mini 24 Karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,sdh sering belanja disini.. SMG terkumpul terus dah.. aamiin,Positive,Love,9,sdh sering belanja disini.. smg terkumpul terus dah.. aamiin,sdh sering belanja disini.. smg terkumpul terus dah.. aamiin
Party Supplies and Craft,Stick Cup Standing Balon / Tatakan balon / Tiang Dekorasi / Gate balon,Jakarta Utara,18000,4.9,7470,1499,1,"NOT RECOMENDED SELLER ,gara2 Ini toko .. surprise buat ultah moment yg penting hancur gitu aja, .. parahhhhh ..nyesel banget,banget belanja ditoko ini !!!!!!",Negative,Sadness,24,"not recomended seller ,gara2 ini toko .. surprise buat ultah moment yg penting hancur gitu aja, .. parahhhhh ..nyesel banget,banget belanja ditoko ini !!!!!!","not recomended seller ,gara2 toko .. surprise buat ultah moment yg penting hancur gitu aja, .. parahhhhh ..nyesel banget,banget belanja ditoko !!!!!!"
Body Care,Kahf Revered Oud Eau de Toilette 35 ml,Jakarta Selatan,70000,4.9,32500,20600,1,Ngeliat review nya yang bintang satu kebanyakan bilang semprotannya rusak ternyata bener saya kebagian yang semprotannya rusak juga Mohon untuk pihak kahf sebelum produk di kirim dilakukan pengecekan terhadap produk nya terutama di bagian semprotannya Cukup kecewa dengan produknya,Negative,Sadness,39,ngeliat review nya yang bintang satu kebanyakan bilang semprotannya rusak ternyata bener saya kebagian yang semprotannya rusak juga mohon untuk pihak kahf sebelum produk di kirim dilakukan pengecekan terhadap produk nya terutama di bagian semprotannya cukup kecewa dengan produknya,ngeliat review bintang satu kebanyakan bilang semprotannya rusak ternyata bener saya kebagian semprotannya rusak juga mohon pihak kahf sebelum produk kirim dilakukan pengecekan terhadap produk terutama bagian semprotannya cukup kecewa produknya
Body Care,Hand Sanitizer Cair 1 Liter PURELIZER Aseptic 1L [ Izin KEMENKES RI ],Kota Tangerang Selatan,70000,4.9,9054,4663,1,Produk nya bocor karena packing nya krg bgs. Dr dus luar nya aja basah sampe ke dlm. Isi botol habis stengah nya. Mungkin bisa jadi masukkan buat seller supaya lain kali bisa packing yg lbh aman.,Negative,Fear,36,produk nya bocor karena packing nya krg bgs. dr dus luar nya aja basah sampe ke dlm. isi botol habis stengah nya. mungkin bisa jadi masukkan buat seller supaya lain kali bisa packing yg lbh aman.,produk bocor packing krg bgs. dr dus luar basah sampe dlm. isi botol habis stengah nya. mungkin bisa masukkan buat seller supaya lain kali bisa packing yg lbh aman.
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,5,"Pakai Lem ini hati�. Pastikan penataannya balon sebelum dipasang, kalau nda ga bisa dicabut. bisa dicabut tp resiko pecah. MANTUL tingkat kerekatannya...",Positive,Love,22,"pakai lem ini hati�. pastikan penataannya balon sebelum dipasang, kalau nda ga bisa dicabut. bisa dicabut tp resiko pecah. mantul tingkat kerekatannya...","pakai lem hati�. pastikan penataannya balon sebelum dipasang, kalau nda ga bisa dicabut. bisa dicabut tp resiko pecah. mantul tingkat kerekatannya..."
Automotive,Bubble Wrap Plastik Pembungkus Helm,Kota Bekasi,5000,4.9,22500,9855,1,"pesen 2 lapis, dikasih selapis, untung aja visornya aman, amsyong",Negative,Anger,10,"pesen 2 lapis, dikasih selapis, untung aja visornya aman, amsyong","pesen 2 lapis, dikasih selapis, untung visornya aman, amsyong"
Household,Set Sapu Pengki Sekop Sampah Lipat Kombinasi Sapum Broom Set D63 - Putih D65,Kota Tangerang,148000,4.9,4696,2361,3,Barang tidak di dobel bungkus dengan plastik atau bubble wrap sehingga hancur saat diterima. Beruntung isinya masih lengkap. Namun besi nya penyok,Negative,Fear,22,barang tidak di dobel bungkus dengan plastik atau bubble wrap sehingga hancur saat diterima. beruntung isinya masih lengkap. namun besi nya penyok,barang tidak dobel bungkus plastik bubble wrap sehingga hancur saat diterima. beruntung isinya masih lengkap. namun besi penyok
Sport,Stelan Jersey Futsal Training Sepak Bola Timnas Indonesia Garuda Murah - Hitam,Kota Bandung,55000,4.7,942,465,1,"Size L kecil bgt sih, mana ga ada keterangan Size bajunya.. aneh bgt. Admin jg no respon.",Negative,Anger,17,"size l kecil bgt sih, mana ga ada keterangan size bajunya.. aneh bgt. admin jg no respon.","size l kecil bgt sih, mana ga keterangan size bajunya.. aneh bgt. admin jg no respon."
Electronics,Sanken Rice Cooker 1 Liter SJ-203 Warna Random - Biru,Jakarta Barat,567000,4.8,702,321,3,"pengiriman cepat. barangnya kurang oke, tutupnya ga menutup rapat di satu sisi.",Negative,Sadness,12,"pengiriman cepat. barangnya kurang oke, tutupnya ga menutup rapat di satu sisi.","pengiriman cepat. barangnya oke, tutupnya ga menutup rapat satu sisi."
Body Care,Dove Body Wash Deeply Nourishing Refill 850 Ml,Kab. Tangerang,72300,5.0,9695,3399,1,"kualitas barang dibanding harga nya hanya so so lahh....pelayanan minus -100 sbgmn layaknya kesombongan seorang raja, apalagi pengiriman barang, seenak jidat macam tidak ada lagi produsen consumer goods lain di tata surya ini!!! no wonder nilai / valuasi perusahaan anda sudah turun lebih dari 50% dalam 1 tahun terakhir ini. semoga makin jeblok dan gulung tikar kmdn pulang kampung. SEMOGA!!!",Negative,Anger,60,"kualitas barang dibanding harga nya hanya so so lahh....pelayanan minus -100 sbgmn layaknya kesombongan seorang raja, apalagi pengiriman barang, seenak jidat macam tidak ada lagi produsen consumer goods lain di tata surya ini!!! no wonder nilai / valuasi perusahaan anda sudah turun lebih dari 50% dalam 1 tahun terakhir ini. semoga makin jeblok dan gulung tikar kmdn pulang kampung. semoga!!!","kualitas barang dibanding harga hanya so so lahh....pelayanan minus -100 sbgmn layaknya kesombongan seorang raja, apalagi pengiriman barang, seenak jidat macam tidak lagi produsen consumer goods lain tata surya ini!!! no wonder nilai / valuasi perusahaan anda sudah turun 50% dalam 1 tahun terakhir ini. semoga makin jeblok gulung tikar kmdn pulang kampung. semoga!!!"
Men's Fashion,"Sepatu Karet PVC Anti Tembus Air Banjir Hujan AP BOOTS MOTO 3 MOTO3 - Hitam, 44",Kota Depok,100000,4.8,10100,4003,3,Sepatu nya sudah sampai..cuma tdk sesuai pesanan sy..seharus nya 40 (1)..41 (3) dan 42 (1) tapi dikasihnya 40 (2) dan 41 (3)..jdi ada yg ga muat dipakai nya...seharusny ada pemberitahuan dlu..lain kali lebih teliti lagi gan..klo untuk kwalitas nya bagus..hanya disayangkan masalah nomer nya aja..,Negative,Sadness,45,sepatu nya sudah sampai..cuma tdk sesuai pesanan sy..seharus nya 40 (1)..41 (3) dan 42 (1) tapi dikasihnya 40 (2) dan 41 (3)..jdi ada yg ga muat dipakai nya...seharusny ada pemberitahuan dlu..lain kali lebih teliti lagi gan..klo untuk kwalitas nya bagus..hanya disayangkan masalah nomer nya aja..,sepatu sudah sampai..cuma tdk sesuai pesanan sy..seharus 40 (1)..41 (3) 42 (1) tapi dikasihnya 40 (2) 41 (3)..jdi yg ga muat dipakai nya...seharusny pemberitahuan dlu..lain kali teliti lagi gan..klo kwalitas bagus..hanya disayangkan masalah nomer aja..
Muslim Fashion,Bella Square Hijab Segiempat Part 2,Kota Bandung,13500,4.8,24500,2561,5,Bahannya adem. Nyaman dipakai.,Positive,Happy,4,bahannya adem. nyaman dipakai.,bahannya adem. nyaman dipakai.
Camera,DJI OM 5 Athens Gray,Jakarta Utara,2449000,4.9,585,336,1,"sangat kecewa belanja disini, response sangat lambat,order instant courier di kirim besok nya & sore pula aduuuuh... Official store tapi pelayanan nya kayak gini, its not recomended deh",Negative,Fear,28,"sangat kecewa belanja disini, response sangat lambat,order instant courier di kirim besok nya & sore pula aduuuuh... official store tapi pelayanan nya kayak gini, its not recomended deh","sangat kecewa belanja disini, response sangat lambat,order instant courier kirim besok & sore pula aduuuuh... official store tapi pelayanan kayak gini, its not recomended deh"
