Category,Product Name,text_norm,Sentiment,Emotion,Customer Rating
Party Supplies and Craft,Joyko Pensil Warna Kayu Hitam Black Wood Color Pencils Hexagonal Grip - 12Warna CP-1,"beli brg sale, pengiriman via grabsend tapiii dimintain biaya parkir sm driver nya aneh bgt!!!!!!",Negative,Anger,1
Kitchen,Timbangan Digital 10kg Commercial Kitchen Scale Premium Quality - Silver,baru dipakai 2 kali dah metong,Negative,Sadness,2
Other Products,pewarna sepatu canvas suede paint alus shoes - Biru,mantap...pengiriman sangat cepat ....produk aman ..,Positive,Happy,5
Electronics,speaker al quran 16 gb Radio digital am fm sw radio rodja,sesuai dengan deskripsi penjua. sudah dites fungsi dan beberapa fiturnya dan berjalan dg baik. kualitas suara tidak mengecewakan. harga yg cukup menarik itupun masih diberi bonus kecil. recomend jd best seller in toped!,Positive,Love,5
Office & Stationery,"Double tape 3M VHB 24mm x 4,5mtr - Lem 3M - Double tape 3m - 24mm X4,5mtr","ini sih bukan 3m asli mengecewakan ,udah beli 10 tp gini",Negative,Sadness,1
Computers and Laptops,Logitech M191 Mouse Wireless Full Size - Mid Grey,"respon cellernya setengah mati nungguinnnn....pengiriman nunggu berhari hari padahal pake pengiriman instan dah bayar ongkir mahal celler sama pembeli tinggla di jakarta utara g arekomen buat pembeli lagi cari yang lain...,,dari pada emosi nungguin",Negative,Fear,1
Computers and Laptops,Huion H430P Graphic Drawing Tablet OSU Alternati H420 H640P HS64 S640 - Tablet,"luar biasa, packing di jamin aman, pakai bubblewrap. cepet banget prosesnya. senin malam cekout, paginya kirim, hari ini rabu sore sampai. sangat cepat. sangat puas. terimakasih, sukses selalu yah tech cube",Positive,Love,5
Sport,Speed Swift Skipping Jump Rope - Hitam,bru dipakai 4 kali alat sudah rusak. penjual tdak bsa menganti,Negative,Sadness,1
Beauty,Garnier Men Acno FIght Wasabi Foam 100ml (Twin Pack),ko ga membantu dalam masalah jerawat .malah nambah banyak,Negative,Sadness,1
Phones and Tablets,"KABEL DATA LED BASEUS HALO FAST CHARGING IPHONE/MICRO USB/TYPE-C 1M - Hitam, TYPE C",belum seminggu udah ga fungsi,Negative,Sadness,2
Electronics,Kulkas 1 Pintu Sanyo Aqua D190. Dark Silver. New Colour,"awalnya coba2 beli merk ini tapi ternyata kulkasnya ga bagus, pada saat proses pendinginan kompressornya suranya keras berisik sumpah ganggu banget",Negative,Anger,2
Animal Care,Spray Penghilang Bau Kencing Kucing Anjing - Aroma Lavender,"pengiriman cepat, packing aman ,suka sm produknya,trimakasih",Positive,Happy,5
Computers and Laptops,Logitech M191 Mouse Wireless Full Size - Mid Grey,"respon cellernya setengah mati nungguinnnn....pengiriman nunggu berhari hari padahal pake pengiriman instan dah bayar ongkir mahal celler sama pembeli tinggla di jakarta utara g arekomen buat pembeli lagi cari yang lain...,,dari pada emosi nungguin",Negative,Fear,1
Toys and Hobbies,Jingpindangong Ketapel Aluminium - Camouflage - Cokelat,no good !!! tidak puassss,Negative,Anger,1
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,"bagus balon2nya merekat di dinding atap. seller responsif, langsung kirim sesuai pesanan, pagi pesen siang sampai bahkan pesanan ada yg dilebihin.",Positive,Love,5
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,"penipuan! barang yg dikirim hvs f4, saya baru sadar setelah pesanan selesai jadi tidak bisa ajukan komplain. hati-hati dengan penjual ini teman-teman yg mau pesan, lebih baik di toko lain saja. thx",Negative,Fear,1
Electronics,Ecovacs DEEBOT T9 + Auto Empty Station Robot Vacuum Cleaner Sapu Pel - T9 AES Grey,"barang di kirim tanpa bubble pdhl sdh info kalau mendung gelap bahkan gerimis kecil,tp tetap di kirim tanpa di lapis apa pun. dus kalau kena air bkl robel dan tembus.",Negative,Fear,3
Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,"penjual ramah, barangnya bagus, sesuai dgn pesanan, packing rapi, padahal cmn pesan 1 ??????????....",Positive,Love,5
Muslim Fashion,HIJAB VOAL |VOAL ULTRAFINE | LUNA VOAL YOUTHSCARF (basic colour) - LV-DENIM,gk ada plat besinya...cm ada label merk bahan,Negative,Fear,2
Computers and Laptops,"AONEZ Meja komputer lipat multifungsi, meja komputer portabel - B","gak bener nih, harusnya yang dateng tuh meja utuh, malah baut2 gak terpasang, dan baut2nya kecil banget... mau dilem ?? ngaco nih ****** !",Negative,Anger,1
Carpentry,Gunter Sarung Tangan Pelindung Hitam / Sarung Tangan Safety - S,kenapa pesan ukuran xl dikasihnya s !!!,Negative,Anger,1
Automotive,SEPASANG Lampu Tembak Sorot 6 Mata LED Spion Motor 6 Watt 12Volt,"lampu nya mengecewakan, tdak nyala semua",Negative,Fear,1
Movies and Music,Suling YAMAHA YRS-23 Original / Seruling Yamaha,"respon cepat, kiriman cepat, barang sesuai, recommended seller",Positive,Love,5
Muslim Fashion,Mukena Dewasa Parasit Polos Premium Traveling - Salem,tipis.kecil,Negative,Sadness,2
Gaming,CONVERTER KONVERTER USB DOUBLE STICK PS2 KE PS5,"pengiriman cepat, berfungsi tapi harus dikaretin klo ngga longgar jadi ngga bisa di pake",Negative,Fear,2
Toys and Hobbies,"500 butir bola gotri 8mm ketapel bola besi - 8mm, 500 butir",produk mantapp????,Positive,Happy,5
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,mantap respon cepat bgt... lebih cepat dari estimasinya,Positive,Happy,5
Muslim Fashion,"sarung instan anak laki laki usia 10-13 tahun - Pilih Motif, Size M",sesuai dengan pesanan,Positive,Happy,5
Men's Fashion,EIGER FLECKEN LANDSCAPE WALLET - Black,"barang sampai dengan selamat, cakep juga modelnya, dan tidak pernah kecewa dengan produk eiger",Positive,Happy,5
Muslim Fashion,Hijab VOAL Segiempat Premium - Emikoawa Jilbab Kerudung Terbaru Korea - capucino,jilbabya lecek dan banyak benang jahitan,Negative,Anger,1
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu",bagus suka udah 2 x pesen di sini ketagihan bahan alus .,Positive,Happy,5
Phones and Tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 14","saya dikasih lcd rusak, di touch gak bisa, layar awal awal oke tapi dua hari kemudian, ada 3 garis horizontal di tengah layar, besok hari nya layar shadow, akhirnya saya pake lcd yg lama, penjual banyak alasan, saya sbg pembeli malah disalahkan pada pemasangan. jangan beli disini cukup saya aja jadi korban ??????",Negative,Anger,1
Movies and Music,SOUNDTECH 2.1 USB Condenser Microphone Cardioid and Omnidirect for PC,"barang yang dipesan sesuai, datang dengan selamat",Positive,Happy,5
Health,Blackmores Bio C 1000mg (90),pengiriman lama. padahal butuh urgent,Negative,Anger,2
Other Products,SNEAKERS DEPT ADDITIONAL DOUBLE BOX,percuma pakai box extended... kardus unitnya tetap aja penyot kecewa lah... kasih bobble warp kek...??????,Negative,Sadness,1
Food and Drink,ABC Sarden Saus Extra Pedas 155 g - Buy 3 Get 1 pcs Free,"janjinya dapat 3 kaleng kecil dan 1 kaleng besar tapi yg datang adalah 4 kaleng kecil , kecewa bangetttt",Negative,Sadness,1
Animal Care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,packing sangat aman..ada kardus dan bubble jadi barang sampai dengan selamat..dikasih bonus tempat mkn pula..makasiihhhhhh,Positive,Happy,5
Men's Fashion,Woodbags Sling Bag Mores - Hitam Kuning,baru pake 5 hr ud robek ??,Negative,Sadness,2
Animal Care,Sisir Bulu Hewan Anjing Kucing - Premium Auto Clean Dog Slicker Brush - Hijau,"bagus banget sisirnya, mudah2an awet",Positive,Love,5
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,hasilnya tahan lama. hasilnya matte. nggak cepat pudar. packaging aman ??. proses pesanan cepat.,Positive,Happy,5
Camera,Flash Godox TT520 II plus Wireless Trigger Speedlite kamera mirrorless,"flash yg simple pengaturannya, harga terjangkau buat pemula oke lah. sayang saya sudah pro hehehe",Positive,Happy,5
Household,"Gorden Blackout Polos Minimalis Gordeng Sapron Tirai Pintu Jendela - abu tua, L130cm x T150cm",kurang 2-3 cm sih dari pesanan. panjang sebelah sama agak kurang rapi jahitan bawahnya. diperbaiki lagi kedepannya. thanx,Negative,Fear,3
Health,Masker Evo PlusMed 4d Medis - Putih,respon seller tepat waktu barang sesuai pesanan,Positive,Happy,5
Sport,Speeds Door Chinning Bar / Pull UP bar Speeds / Iron Gym 013-4,"besi disalah satu sisi gak bisa diatur panjang pendeknya karena sudah dol jadi alat gak bisa digunakan, mengecewakan sekali",Negative,Fear,1
Other Products,"Hang Tag Label / Hang Tag Baju / Pakaian / Kartu Ucapan - Art Carton 210, Custom Size","parahhhhh kecewa bgt bilang bahan yg tebel tpi datang tipis murahan, mana pesanan di kali 4 nilainya hasilnya jelek bgtttt, jgn mau pesen di toko ini parah bgtttttttttttttttttttttttttttttttttt",Negative,Anger,1
Toys and Hobbies,Jumping Pirates Roulette Family Game,produknya sekali pakai doang setelah itu rusak... kecewa bangettt,Negative,Sadness,1
Other Products,"Hang Tag Label / Hang Tag Baju / Pakaian / Kartu Ucapan - Art Carton 210, Custom Size","semua kelipet yg pakai mata ayam , print an juga gak rapi , kecewa sih",Negative,Sadness,2
Muslim Fashion,"Celana Pangsi Sirwal Murah - M, Merah",celana nya nyaman tapi kalo bisa sakunya ada 2 .kiri dan kanan agar balance kalo simpan sesuatu di saku.. tks. sukses maju terus,Positive,Happy,4
Office & Stationery,Scissors / Gunting Joyko SC-838 - SC-828,"pesanan tidak dikirim, tidak ada komunikasi apapun, tidak ada solusi pengembalian barang ataupun biaya",Negative,Fear,1
Body Care,Beli 2 Gratis 1 - Original Source Body Wash Mint Tea Tree,sabun nyaaa setelah di pakee mint nya kerasaa bangettt enk sih habis mandi kyk dingin gitu,Positive,Love,5
Books,KOSMOS by Carl Sagan,packing ok di dalem di kasih bubble wrap. buku juga ok isinya gk ada yg cacat cuman syang pinggiran buku nya sedikit rusak. overal cukup puas beli di sini. tunggu orderan sya selanjutnya,Positive,Happy,3
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,ok guys mantap berfungsi dengan baik,Positive,Happy,5
Kids and Baby Fashion,Tas Sekolah Anak SD Cewek/Cewe/Perempuan 2 in 1 - Positive Friend - Biru,"tas nya bagus banget... bahannya juga tebel, pengiriman barang juga cepat",Positive,Love,5
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S026,"baguss bgtttt sesuaii , btw aku bli yg s013 and s008",Positive,Love,5
Electronics,Module KIT MP3 Player Bluetooth Lengkap 1 Set,"berfungsi dngn baik,, playanan toko ini sangat bagus, saya saran kan belanja ditoko ini,, gak bikin kecewa pelanggan, best of the best lah toko ini,,",Positive,Love,5
Movies and Music,Busa Profil Peredam Suara Telur Murah,"busa gak rata motongnya, ada busa yg telurnya kempes",Negative,Sadness,2
Household,Kent Microfiber Duster / Kemoceng KT-300E - 300E,"lembut banget, bagus, pegannya juga nyaman. bobotnya sedang ngga berat juga ngga yg ringan2 banget",Positive,Happy,5
Kitchen,ES Rak Serbaguna Rak Dapur Tingkat Rak Kantor Rak Susun Rak 5 Tingkat - Silver,ternyata ukurannya kecil di bawah harapan,Negative,Sadness,2
Health,Ensure Vanila 900 g Susu Nutrisi Dewasa Rendah Laktosa - 3 klg,"promo yang ditawarkan marketing s3 payah, alibinya free gimmick hanya berlaku pada toko di wilayah tangerang, sedangkan barang yang di tawarkan di toko tangerang tidak ada free gimmick tersebut tapi kenapa dicantumkan di toko cabang aneh sekali",Negative,Anger,2
Toys and Hobbies,ACTION FIGURE KIMETSU NO YAIBA DEMON SLAYER TANJIRO NEZUKO KOCHO - Netzuko,cacat gitu jidatnya..mana jelas bgt lagi..hadeeuuhh,Negative,Anger,1
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu",penjual tidak ramah,Negative,Anger,1
Animal Care,MAXI Cat Food repack 500 gram & 1kg chicken tuna - Makanan kucing - 1 kg,"lain kali kalau belanja di timbang di rumah wkwkk, ntar kayak gini. percuma timbangan bagus tapi setelan di ubah",Negative,Fear,1
Computers and Laptops,Charger Adaptor MacBook Pro 2008 2009 2010 2011 2012 Magsafe 1 60W ORI,"terima kasihh boss, mantappss.. smoga lancarr n berkah rezekinya..smngttt boss ??????",Positive,Love,5
Other Products,SNEAKERS DEPT ADDITIONAL DOUBLE BOX,percuma pakai box extended... kardus unitnya tetap aja penyot kecewa lah... kasih bobble warp kek...??????,Negative,Sadness,1
Computers and Laptops,Rexus Mouse Wireless Gaming Avenger 110 - Perak,ngaco banget pesen mouse tapi gak lengkap. gak ada penutup batre sama bluetoothnya,Negative,Anger,1
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,sangat tidak recommended!!!,Negative,Anger,1
Carpentry,BARDI Smart PLUG WiFi Wireless Colokan - IoT Smart Home Colokan Steker,kesekian kali beli disini mantap,Positive,Love,5
Body Care,Lux Hand Sanitizer Jasmine 50ml,edny kurang sebulan pantes dijual 1rb,Negative,Anger,1
Other Products,Tinta plastisol Brain Plus putih 1kg,mantap??,Positive,Love,5
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,produk tidak bagus,Negative,Sadness,1
Camera,Microphone Boya BY MM1 CardioId Shotgun mic DSLR / Handphone - MM3,barang tidak sesuai yg diiklannkan. sdh di tukar yg baru tapi sama payahnya tidak peka dan tidak copartble untuk beberapa merk,Negative,Sadness,1
Kitchen,KAZU KHL164 Spons Cuci Piring Dua Sisi Double Magic Dishwash Sponge - Abu-abu,"barang sdh diterima dalam kondisi baik, semoga bs berfungsi spt yg diharapkan, pengiriman cepat, tks seller",Positive,Happy,4
Men's Fashion,Stayhoops - Tali Masker / Strap Masker / Kalung Masker - Cyanea Strap,produk anak bangsa yang super keren banget desainnya!! very nice and helpful seller! terima kasiiih we love it so muuuuch!,Positive,Love,5
Gaming,BLUE SHARK TRIGGER L1 R1 CONTROLLER TOMBOL TRIGGER PUBG TRIGGER FF - BS01 TRIGGER,"kasi 3 bintang ya, yg sebelah kanan gak terlalu berfungsi dengan baik. lain kali di cek dengan baik.",Negative,Fear,3
Animal Care,Makanan Kucing Bolt - Catfood Bolt Repack Kualitas terbaik 800gr - Kibble IKAN,"beberapa hari yg lalu saya pesan 4 pcs bolt salmon tapi hanya dikirim 1 bolt salmon dan 3 nya tuna. harga beda 600 rupiahan sih tp bukan masalah beda 600 rupiahnya cuma lebih ke kewajiban memberikan barang sesuai dgn yg dibeli konsumen aja biar konsumen ga rugi. janji bakal dikirim salmon dipesanan kali ini tp tetep dikirim tuna, klo barang kosong seharusnya konfirmasi bukan asal kirim aja. ok makasih deh ka.. semoga konsumen lain ga mengalami seperti ini.",Negative,Fear,1
Food and Drink,Pie Susu Dhian Bali,"beli 2 kotak isi total 20 buah pie terdapat 5 buah pie yang sudah jamuran. padahal paket langsung dibuka sesaat setelah diantar kurir dan expire date juga masih 1 bulan lebih. coba cek ulasan, banyak pembeli juga mengalami kendala pie berjamur. jelek sekali kontrol kualitas pie susu ini. kasian reputasi toko ini ikutan rusak gara-gara produk yang tidak dijaga reputasinya oleh pemilik produk. maaf ya kaka penjual, ini ulasan jujur. mungkin bisa disampaikan kepada produsen produk agar memperbaiki kontrol kualitas produknya.",Negative,Fear,1
Women's Fashion,COMFEET - Kaos Kaki Mata Kaki / Ankle Socks Import Quality - White,pengiriman cepat. barang lumayan,Positive,Happy,5
Animal Care,Paw Underpad Pee Pad Toilet Training Anjing 60x90 isi 10 Lembar,selalu the best bgt deh... anabul ngga usah di train aja langsung tau ????,Positive,Love,5
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,gk nyalah parah,Negative,Anger,2
Books,Technical Analysis for Mega Profit (HC) Cover baru,bubble wrap mana bukunya jadi kena benturan :(,Negative,Sadness,3
Mother and Baby,Transpulmin Baby Balsam - 20gr,"saya sudah langganan beli transpulmin baby di toko ini (menarini health & beauty) dan juga produk lainnya. respon toko cepat dan transpulmin baby ini sangat cocok dgn kulit bayi. cepat meredakan flu & batuk pada bayi. menngunakan bahan alami, melembabkan kulit bayi, aman buat kulit bayi, tanpa bahan pengawet, dan tidak memicu alergi. pokoknya mantul deh.. ??????",Positive,Love,5
Gaming,POKEMON GO PLUS AUTO CATCH VERSION MENANGKAP OTOMATIS - AUTO CATCH,barang diterima dengan baik. tapi sayang baterenya uda soak,Negative,Fear,3
Toys and Hobbies,Mandi Bola Anak Anak 200 pcs SNI Best Seller Termurah,bagus�sesuatu ekspektasi ???? recommended seller,Positive,Love,5
Movies and Music,Suling YAMAHA YRS-23 Original / Seruling Yamaha,"bagus produknya, fast delivery. thank you seller ^^",Positive,Happy,5
Men's Fashion,"Baju Tidur Piyama SWAN Pria PP Katun - M, Biru Muda","piyama kualitas ????, seller responsive, prosesnya cepat, pengiriman juga cepat sampainya di manado. semoga next order bisa sebagus ini yah. terima kasih.",Positive,Happy,5
Mother and Baby,"merries S , M , L , XL - L37",pampers nya yaampun di packing asal-asalan sampe kebuka danpampersnya pun sobek jujur kecewa banget,Negative,Sadness,1
Body Care,LOVELI SUGAR WAX | WAXING | PENCABUT BULU |FREE 5 KAIN WAX+2 SPATULA,"wax apaan ini, bau gula merah versi encer dan manis. bikin lengket satu badan, dna tidak bisa kering. tidak bfungsi sesuai deskripsi, komplain di diemin. bunag2 duit aja",Negative,Anger,1
Movies and Music,"Stand Mic Meja klip / Boom Arm Microphone suspension Podcast,Gaming",tidak bisa hidup,Negative,Fear,1
Health,Blackmores Bio C 1000mg (90),"proses dan pengiriman lama, gak recomended buat yg ingin cepat dapat vitamin di masa pandemic kaya skrg.",Negative,Fear,2
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,kurang kuat....lem nya lemah,Negative,Anger,3
Mother and Baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",sesuai ekspetasi..??,Positive,Happy,4
Household,Rak Sepatu Amazing Multifungsi Shoes Rack & Gantungan Hijab - HITAM - Putih,bahan sangat mudah bengkok pdhl hanya sepatu & sambungan mudah lepas.,Negative,Sadness,3
Men's Fashion,kacamata anti radiasi dewasa fashion pria dan wanita terbaru 98029 - Black,"seller ramah, pengiriman cepat. gak nyangka ternyata paketnya bagus banget dan kacamatanya memang sangat berguna buat orang yang sering pakai hp.????",Positive,Happy,5
Household,GM Bear Alat Pel Lantai Ultra Mop Aclima 1354-Spin Mop Mint,"warnanya lucu, kecil, dan ringan. tp jd keliatan ga kokoh kayak mudah rusak. barang datangnya kayak ga baru, banyak yg lecet di body embernya. tangkainya mesti di wrapping biar ga gesek ke body ember",Negative,Fear,2
Kids and Baby Fashion,BAJU SETELAN ANAK LAKI-LAKI ASTRONOT UK 1-10 TAHUN - 3 TAHUN,sablonnya jelek bgttttt,Negative,Anger,1
Muslim Fashion,elzatta Obelia Samida - 309,"padahal udah berekspektasi tinggi beli di sini karena official store nya, eh tapi ternyata yg dikirim ga sesuai sama warna nya beli nya warna cream yg di kirim warna apaan.. kecewa bgt sih jujur karena ga konfirmasi dulu ke saya kalo mau di ganti warna nya lain kali lebih amanah ya kak, jangan kirim barang yg ga sesuai warna, kalo emang stock nya habis konfirmasi dulu hehehe makasih",Negative,Sadness,2
